transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
9513.78,48,179218.38,11,14,1.46,utilities,0
10937.22,31,112652.16,21,13,5.8,travel,0
9219.8,18,72155.51,12,13,2.2,electronics,0
2788.9,36,65988.74,20,10,29.95,electronics,0
3570.22,42,162780.79,11,16,7.58,entertainment,0
3558.85,46,28620.79,6,14,12.26,grocery,0
9243.88,42,17342.19,25,3,135.56,electronics,1
3965.74,44,112044.33,8,13,12.38,travel,0
15713.83,19,145149.46,11,13,2.81,entertainment,0
5156.2,40,47891.06,15,15,10.85,travel,0
3626.49,28,41165.08,15,14,1.36,utilities,0
10621.37,32,45190.08,18,13,22.76,electronics,0
3067.31,20,143103.16,16,7,1.86,electronics,0
3703.35,31,48383.42,10,11,11.59,electronics,0
3632.74,37,67129.19,15,17,17.97,grocery,0
6137.45,44,58360.09,20,12,10.91,travel,0
3416.88,18,175951.86,14,17,14.71,utilities,0
1594.25,22,78641.94,11,20,2.46,utilities,0
9957.53,18,205702.93,13,13,12.45,travel,0
2887.77,30,81956.39,14,12,8.54,entertainment,0
2343.42,31,110998.81,12,15,5.75,electronics,0
2850.68,26,97677.0,16,15,2.96,electronics,0
16470.88,40,86827.35,13,11,6.84,electronics,0
1293.61,29,67260.84,14,15,2.94,grocery,0
7273.79,27,51323.98,25,12,11.68,travel,0
2406.75,37,82819.28,14,9,1.67,utilities,0
4724.69,23,72592.05,13,18,2.77,electronics,0
8042.7,23,41537.78,11,8,8.77,entertainment,0
2572.46,30,74882.74,9,21,5.7,electronics,0
11867.49,25,18833.76,13,17,7.86,electronics,0
5911.42,37,39571.85,14,16,5.37,grocery,0
6922.25,18,157633.74,21,15,22.43,travel,1
3643.83,42,50654.28,13,8,0.0,travel,0
3783.11,38,308054.06,18,14,2.63,travel,0
3470.14,21,91347.31,13,11,11.67,utilities,0
13980.04,32,26296.63,24,0,40.92,grocery,1
8201.97,29,49302.53,14,10,4.44,travel,0
12403.21,46,114634.56,11,13,3.03,electronics,0
33687.67,41,59310.82,31,3,118.08,electronics,1
13561.01,54,69449.46,16,15,16.06,utilities,0
5270.96,19,69610.6,10,8,58.62,electronics,0
2086.48,30,34101.42,14,15,16.58,grocery,0
4836.41,25,49206.47,16,10,9.93,utilities,0
2210.44,20,37579.47,10,15,1.18,utilities,0
10071.33,29,32260.37,25,10,9.61,travel,0
2758.48,18,81436.59,14,8,4.98,utilities,0
5065.97,34,49857.4,20,16,3.81,travel,0
4322.88,27,71776.12,12,13,19.02,utilities,0
5814.88,44,113286.62,13,11,4.72,travel,0
2516.81,47,96315.04,14,18,3.14,utilities,0
14975.29,20,99139.48,26,18,19.96,travel,0
4442.41,34,40753.37,17,14,0.97,travel,0
3241.07,41,49808.75,13,13,6.22,electronics,0
2831.4,36,178020.49,14,13,8.75,utilities,0
1263.59,34,180893.2,14,17,2.09,grocery,0
2654.8,21,86233.79,17,11,14.07,electronics,0
13502.12,34,20861.65,11,10,26.69,travel,0
3548.82,29,28482.74,14,11,3.84,entertainment,0
9623.71,24,63290.12,13,12,19.23,entertainment,0
2976.85,24,38507.94,17,16,20.89,electronics,0
19192.61,44,49032.94,19,16,12.53,electronics,0
7145.43,25,33206.41,20,13,15.61,travel,1
10392.4,29,72370.48,14,13,11.82,electronics,0
5764.51,42,25754.18,19,14,3.41,travel,0
1973.0,18,35854.34,16,15,28.47,grocery,0
6624.48,30,212341.06,12,17,16.01,electronics,0
3719.32,32,66212.26,12,11,12.02,utilities,0
2991.76,24,29520.38,18,15,2.54,grocery,0
1468.61,19,129096.15,10,10,1.94,entertainment,0
12984.98,21,13567.58,18,15,26.82,travel,0
5394.08,38,86545.66,24,6,98.59,grocery,1
1864.36,30,32985.93,18,14,4.59,utilities,0
8950.83,25,83684.46,28,13,24.73,electronics,1
2823.86,20,143368.17,14,13,18.38,travel,0
3192.58,28,39098.93,13,14,9.56,utilities,0
4103.81,43,18802.61,27,6,45.24,grocery,1
8777.1,37,47804.5,14,18,17.19,electronics,0
5026.02,46,18988.62,13,17,6.81,entertainment,0
12251.89,30,54783.97,18,13,0.0,electronics,0
7860.06,25,67601.67,18,14,3.45,electronics,0
5232.9,45,35568.07,24,11,37.67,electronics,1
18092.57,46,25748.42,15,14,2.42,travel,0
11963.75,36,83293.99,14,12,6.0,entertainment,0
3749.72,42,103872.96,11,11,2.73,entertainment,0
5942.77,35,127931.82,23,12,14.34,grocery,0
11280.31,44,48566.29,19,13,8.3,entertainment,0
10958.9,41,51201.89,13,9,18.07,utilities,0
2044.15,41,72326.96,11,15,8.83,utilities,0
6775.55,27,73030.63,11,12,19.52,electronics,0
2989.61,33,50238.25,14,13,2.67,utilities,0
6760.85,56,54942.3,14,15,4.75,utilities,0
3317.91,30,37626.76,14,17,9.53,grocery,0
6206.18,33,102019.05,15,10,1.74,travel,0
13527.77,34,42760.36,29,5,15.21,travel,1
2085.01,24,46468.68,14,12,3.26,grocery,0
1507.36,28,51256.01,14,17,3.69,utilities,0
6335.43,27,36461.95,14,12,3.21,utilities,0
6265.07,23,42545.07,18,13,1.67,utilities,0
4500.17,26,109032.3,15,9,10.79,utilities,0
2992.01,19,23637.35,10,16,14.61,electronics,0
4795.82,26,47757.55,14,7,8.19,entertainment,0
11261.52,31,175161.86,10,13,10.68,electronics,0
2576.54,19,86122.74,11,16,19.14,utilities,0
1151.05,22,35119.83,19,15,30.31,grocery,0
5317.62,18,37342.81,11,8,18.98,travel,0
9588.2,22,31566.23,14,18,24.96,travel,0
8147.68,21,54304.0,13,14,30.45,entertainment,0
1751.49,25,117062.05,15,13,3.26,utilities,0
1481.94,25,116797.92,14,10,1.74,grocery,0
2613.88,32,78844.98,16,11,27.77,utilities,0
3677.42,30,98735.52,10,12,1.43,travel,0
4617.22,33,78390.19,18,8,20.17,entertainment,0
2417.03,22,96411.71,17,10,9.43,electronics,0
3595.85,34,107899.12,13,10,19.89,travel,0
2965.22,29,124229.69,19,7,37.77,travel,0
7600.75,18,23320.71,20,13,8.64,travel,0
4455.95,32,35024.86,18,15,3.07,utilities,0
2784.2,35,77122.6,12,9,15.93,electronics,0
3206.31,21,112893.59,11,15,8.17,utilities,0
2191.79,18,202695.83,17,14,2.59,utilities,0
2057.86,52,48832.23,16,14,2.83,utilities,0
17614.94,42,89709.52,12,9,16.79,electronics,0
10443.81,25,65203.19,14,12,3.64,travel,0
1954.68,27,86271.4,13,16,13.48,electronics,0
3982.84,25,141003.79,16,9,13.66,utilities,0
6778.34,25,42934.59,13,17,23.84,electronics,0
1947.11,18,46946.63,15,22,15.98,utilities,0
2713.79,24,76795.69,12,14,9.38,grocery,0
2980.55,28,48772.15,12,21,24.58,travel,0
2486.78,28,65242.81,17,13,20.07,grocery,0
4121.07,23,78765.39,24,8,32.68,electronics,0
8553.33,21,152492.53,13,6,35.44,travel,0
2289.14,32,52980.36,22,8,33.52,electronics,0
3085.7,25,70005.47,13,11,3.2,entertainment,0
2262.5,24,71640.23,14,15,12.79,electronics,0
2828.7,43,82469.75,14,13,3.31,utilities,0
13545.32,18,71562.65,30,9,16.22,electronics,0
7067.09,24,31468.74,21,13,18.08,utilities,0
8956.53,42,24214.11,24,10,24.9,electronics,0
2245.55,37,47367.49,12,13,2.97,grocery,0
15346.67,40,107799.6,26,8,23.23,grocery,1
26289.73,23,26380.03,19,17,16.74,travel,0
1644.25,30,90309.06,14,19,2.59,utilities,0
1311.04,36,240270.65,15,10,8.41,grocery,0
13348.19,30,47708.81,12,12,13.81,entertainment,0
7004.85,43,37519.51,13,11,0.58,travel,0
4468.17,47,60646.84,14,14,7.16,entertainment,0
3446.75,19,66000.66,18,11,2.39,entertainment,0
4378.04,23,91599.81,12,18,3.06,travel,0
2577.88,31,35535.7,11,13,3.49,travel,0
5351.82,30,33078.73,20,10,6.64,travel,0
4066.72,27,139734.01,14,14,3.15,electronics,0
4379.67,19,46987.95,13,16,4.27,entertainment,0
8426.53,33,77798.72,13,23,26.09,utilities,0
5235.33,29,332096.7,12,7,0.6,electronics,0
6997.3,33,41381.23,18,12,4.19,entertainment,0
17349.41,36,38443.1,34,2,12.96,electronics,1
2935.1,18,50429.28,14,14,2.41,grocery,0
3630.24,34,63711.82,18,14,14.89,electronics,0
2679.08,19,69188.11,14,13,10.22,utilities,0
2939.43,29,54714.72,16,18,16.61,entertainment,0
6247.7,28,143404.39,18,10,1.14,travel,0
1538.45,45,75573.66,13,20,12.4,grocery,0
3571.98,30,72190.81,13,15,18.59,entertainment,0
8787.16,27,44605.35,14,10,0.66,utilities,0
1557.61,51,83159.21,15,10,2.54,electronics,0
3293.46,21,18660.67,21,11,15.72,travel,0
9268.53,43,36226.43,14,16,26.14,electronics,0
4812.66,35,36008.1,10,14,2.69,grocery,0
6737.46,35,435114.32,13,10,8.8,utilities,0
6805.67,21,113204.82,14,16,3.54,utilities,0
1751.55,34,213681.73,12,15,12.39,electronics,0
31856.28,22,34611.72,17,16,34.49,travel,0
21314.46,22,101538.33,29,0,77.32,travel,1
2223.68,36,37063.65,10,13,2.03,electronics,0
10927.19,21,191221.16,11,10,1.46,entertainment,0
2211.97,31,40170.87,13,13,16.12,grocery,0
2735.7,20,58010.82,12,15,12.08,grocery,0
4834.76,47,70647.46,14,13,3.55,electronics,0
3448.62,23,59046.35,13,21,8.27,entertainment,0
2836.0,22,36987.23,11,13,11.27,electronics,0
6809.91,20,172168.81,12,13,15.06,utilities,0
16990.38,19,74158.93,11,14,34.95,travel,0
11740.49,30,69078.09,14,16,17.92,utilities,0
2205.45,26,59654.55,12,11,3.68,entertainment,0
8951.05,29,57924.71,13,14,2.54,electronics,0
5369.61,39,32459.76,15,12,2.63,utilities,0
1981.16,18,54315.86,14,11,17.08,utilities,0
4772.93,32,34353.06,13,18,3.74,grocery,0
10081.74,26,40270.2,19,12,13.81,travel,0
3601.02,26,82083.67,12,14,13.91,travel,0
2582.74,48,64365.83,10,14,3.93,utilities,0
6063.57,41,29166.37,12,15,2.8,travel,0
2818.46,33,233440.91,19,16,4.17,travel,0
4048.59,18,85236.28,10,9,15.19,entertainment,0
5618.32,34,323840.4,14,6,20.95,entertainment,0
8308.29,30,84442.33,17,12,20.63,utilities,0
26117.62,34,59679.81,26,1,56.5,electronics,1
18715.82,18,27579.86,28,2,103.9,travel,1
2042.78,32,90641.06,20,14,11.91,utilities,0
4549.47,18,111318.5,13,10,1.58,electronics,0
5368.48,33,35096.16,13,14,10.25,electronics,0
3633.33,18,90621.99,13,12,0.71,utilities,0
4680.92,31,51299.94,22,12,30.29,travel,0
3173.28,30,48903.15,14,23,7.96,grocery,0
11711.43,46,232359.71,32,19,29.53,electronics,0
2517.39,32,41966.23,14,12,5.89,entertainment,0
2680.31,32,97634.83,14,10,13.97,utilities,0
6296.84,37,64976.53,11,8,9.05,entertainment,0
5857.18,31,44429.89,13,14,6.52,entertainment,0
25075.9,22,36245.15,28,4,103.14,electronics,1
2899.25,48,149458.43,11,11,3.5,utilities,0
3888.93,40,44716.08,13,11,2.32,entertainment,0
8744.07,44,165214.88,14,11,17.93,utilities,0
4563.72,37,59556.87,16,11,15.54,travel,1
10160.56,43,87443.08,14,12,22.13,travel,0
3423.76,38,34773.77,14,13,12.78,electronics,0
7775.69,18,64522.54,14,13,17.44,utilities,0
10115.86,34,42336.23,13,8,2.89,utilities,0
13044.63,36,57725.71,11,13,8.33,utilities,0
5538.58,25,33367.62,13,21,6.42,grocery,0
5176.02,35,50622.91,13,12,8.78,travel,0
2325.81,18,19910.51,22,19,28.2,entertainment,0
12624.67,42,65688.57,22,13,17.28,electronics,0
2218.21,27,121990.92,13,15,17.33,electronics,0
18473.94,23,59426.57,14,14,8.87,grocery,0
3859.21,29,76473.6,18,20,14.42,utilities,0
6250.7,25,35519.1,20,10,2.05,electronics,0
5145.97,22,69941.42,12,13,9.32,travel,0
8710.32,18,43170.21,26,4,19.06,travel,1
5074.21,47,24126.3,14,12,3.66,electronics,0
2552.58,30,28523.06,11,14,13.76,utilities,0
2752.41,52,43311.31,36,14,0.04,grocery,0
8016.62,25,37869.71,14,9,7.81,entertainment,0
1123.55,41,82741.87,14,12,7.0,grocery,0
13014.56,28,195611.27,10,18,23.9,utilities,0
4951.82,24,112842.06,18,12,24.88,electronics,0
3115.5,30,43730.48,14,17,2.81,utilities,0
9100.56,31,70736.54,13,12,12.23,utilities,0
4031.81,31,138853.16,13,17,17.54,entertainment,0
2631.88,40,35840.98,11,11,15.29,travel,0
2472.93,43,60595.95,12,17,3.6,utilities,0
2896.47,22,82834.43,14,12,2.48,utilities,0
7875.92,18,62614.9,13,14,3.36,electronics,0
9140.93,31,89417.88,36,0,88.34,grocery,1
6797.11,41,74627.93,24,10,28.61,electronics,1
2324.62,33,42632.14,21,20,4.62,grocery,0
20574.92,44,37390.48,13,10,2.43,entertainment,0
15121.46,23,32094.51,25,17,8.54,electronics,1
3260.06,28,52307.14,17,11,1.41,grocery,0
10181.84,23,19858.95,24,1,53.74,electronics,1
7571.61,26,53740.9,13,12,30.26,travel,0
5727.85,32,79523.35,20,12,15.21,utilities,0
2199.04,25,35568.67,19,15,5.69,grocery,0
2748.32,37,74893.14,13,14,2.25,travel,0
7195.16,44,83466.21,12,13,14.93,travel,0
3677.89,51,29451.76,27,11,28.23,electronics,1
2014.98,23,204565.13,13,17,7.61,electronics,0
2020.25,49,77292.22,13,18,6.3,entertainment,0
16996.92,30,46438.22,18,12,22.58,travel,0
2659.02,27,55562.03,13,16,2.8,utilities,0
4563.88,21,103958.71,12,15,27.72,entertainment,0
3725.02,48,40029.3,21,18,24.21,electronics,0
2835.63,66,74051.79,14,7,3.07,entertainment,0
2182.4,29,81343.2,18,14,3.3,utilities,0
10892.91,51,32255.76,12,12,5.94,utilities,0
2193.6,26,54612.8,14,11,16.31,utilities,0
9720.29,41,21199.32,19,20,0.4,grocery,0
3277.7,23,34714.86,23,13,1.74,utilities,0
4687.01,29,48319.51,17,22,8.41,grocery,0
4288.5,28,69141.34,14,16,9.79,grocery,0
12733.04,38,108232.53,12,10,25.82,entertainment,0
12209.6,29,37607.58,13,18,1.67,entertainment,0
7737.36,47,26387.1,14,21,15.78,utilities,0
1122.05,24,144883.73,17,11,21.34,electronics,0
3978.41,29,37044.37,15,20,20.82,utilities,0
4525.66,22,64459.67,17,9,20.26,entertainment,0
7638.23,32,235136.36,13,15,2.66,entertainment,0
6880.9,30,56698.3,21,17,15.61,utilities,0
3831.37,31,26819.91,22,17,3.93,grocery,0
2572.14,49,42208.88,13,8,25.26,utilities,0
8331.79,28,40071.64,18,14,5.69,entertainment,0
5167.11,28,92242.63,20,8,2.07,entertainment,0
11210.9,44,29016.28,38,16,5.51,electronics,1
19302.91,41,54100.15,28,1,104.32,electronics,1
2507.25,20,165217.7,15,11,2.7,entertainment,0
2668.61,29,97512.29,22,15,4.67,entertainment,0
5329.8,18,36492.82,37,4,92.33,electronics,1
7688.6,20,66972.08,20,13,37.29,entertainment,0
2788.37,23,43157.41,14,11,0.33,grocery,0
9585.82,45,70572.29,14,19,3.01,travel,0
5039.89,18,64885.63,13,11,3.51,electronics,0
3498.86,25,28779.46,12,15,11.65,utilities,0
3113.76,27,59691.03,13,13,7.39,utilities,0
1625.47,23,67940.08,15,20,13.08,utilities,0
3561.12,29,80375.14,13,15,18.7,grocery,0
2345.15,36,47421.72,14,11,16.3,utilities,0
2431.72,32,90351.3,13,13,12.08,electronics,0
2084.81,21,59780.66,14,12,28.49,travel,0
2551.05,30,39135.35,13,11,0.2,entertainment,0
5850.84,28,18112.34,16,12,3.81,utilities,0
6536.73,25,46493.24,13,12,9.2,grocery,0
3537.75,45,84605.03,13,11,30.29,entertainment,0
2295.49,44,42046.05,14,10,2.56,utilities,0
7603.6,44,31541.94,21,6,8.33,travel,1
7616.49,23,79159.34,22,3,3.06,travel,0
7738.55,34,44248.86,19,22,8.61,utilities,0
14965.97,49,48752.31,12,12,12.52,utilities,0
6574.73,25,105920.85,14,20,1.68,grocery,0
2747.63,26,30601.0,13,10,14.64,utilities,0
11300.33,34,81950.65,19,12,30.31,entertainment,0
8496.73,21,27732.99,11,20,9.04,electronics,0
7876.82,49,43542.76,14,14,14.64,entertainment,0
4655.52,29,100920.82,20,16,16.32,electronics,0
2058.21,43,41779.87,13,12,33.32,entertainment,0
7616.37,26,62574.39,15,20,16.99,utilities,0
6381.25,33,36751.86,19,15,11.52,grocery,0
1638.8,37,26757.43,14,10,1.62,utilities,0
3723.66,33,30122.68,14,14,7.09,grocery,0
2941.53,44,70093.84,14,15,10.09,utilities,0
9379.08,42,46210.2,20,12,16.32,utilities,0
1020.81,18,121213.13,15,18,21.93,entertainment,0
7785.22,30,21773.15,12,21,18.94,grocery,0
26886.58,33,54665.03,13,18,9.13,entertainment,0
11040.53,22,88379.44,13,9,29.08,travel,0
6080.38,22,36444.72,24,18,9.89,travel,0
2111.07,28,26470.78,29,21,3.05,travel,0
5130.54,18,86688.49,20,22,7.62,travel,0
8910.42,30,55029.35,18,21,7.28,grocery,0
7445.21,29,69209.66,26,3,23.6,electronics,1
1064.46,37,76161.83,13,17,1.07,grocery,0
3614.2,25,77666.13,13,14,17.24,utilities,0
2641.46,18,28184.62,20,11,1.26,electronics,0
2581.19,29,69359.25,12,12,9.19,utilities,0
2517.03,27,63804.79,20,14,26.84,entertainment,0
5973.23,26,148260.72,23,20,12.63,electronics,0
3188.07,23,61009.99,12,8,13.71,utilities,0
7184.48,47,42936.02,14,19,12.25,grocery,0
3671.94,50,81144.84,15,21,8.6,electronics,0
2105.71,28,27587.9,14,16,25.62,entertainment,0
2737.89,31,188865.81,15,11,3.0,electronics,0
2547.29,26,26957.83,12,14,25.69,grocery,0
2534.4,34,216973.01,20,16,27.04,entertainment,0
6103.8,24,32977.85,28,0,71.42,grocery,1
1822.88,19,53482.56,11,13,29.55,utilities,0
2963.21,29,21912.74,10,13,30.52,utilities,0
6463.53,18,136417.15,14,13,19.44,utilities,0
7598.89,23,60614.62,11,9,19.28,travel,1
4908.18,39,53851.26,18,13,20.07,utilities,0
20021.0,24,28504.18,25,2,118.43,electronics,1
1443.99,25,87739.68,12,23,16.95,utilities,0
3233.1,46,69159.37,17,13,22.66,grocery,0
3162.61,18,33993.65,12,14,11.57,utilities,0
3474.2,42,42197.74,20,13,3.06,grocery,0
1071.84,19,46476.63,14,16,33.23,grocery,0
7739.29,25,89759.07,14,15,7.96,travel,0
2319.8,40,97539.88,13,16,9.42,utilities,0
12306.27,35,43082.1,17,15,0.55,electronics,0
2102.62,23,39787.54,19,15,5.74,travel,0
6627.17,45,238995.01,20,22,8.45,utilities,0
8972.37,35,59985.79,13,11,10.58,entertainment,0
12950.45,19,47401.2,33,14,25.01,travel,0
6004.32,26,25464.85,14,14,15.4,utilities,0
17577.72,22,41564.48,27,11,0.84,electronics,0
3149.16,39,49233.99,19,16,1.98,utilities,0
4283.37,18,48975.93,15,13,7.87,grocery,0
4488.97,44,159554.9,11,12,8.01,electronics,0
2164.33,29,27941.37,13,11,1.72,electronics,0
4923.27,38,55713.91,20,17,11.61,entertainment,0
1009.27,46,146378.14,13,14,25.74,utilities,0
6735.97,18,126070.62,13,13,9.05,grocery,0
4886.08,29,58642.74,13,19,13.57,utilities,0
4163.87,22,147183.3,13,9,2.03,travel,0
4001.39,41,49580.73,11,13,9.45,electronics,1
5319.14,25,55118.44,14,15,14.34,grocery,0
7877.26,29,127430.25,20,11,12.65,grocery,0
15450.25,24,67208.6,13,11,9.33,utilities,0
11909.25,23,56604.1,14,11,15.67,utilities,0
6358.66,31,114012.94,14,19,20.2,utilities,0
2480.6,32,129710.96,13,9,26.11,electronics,0
8693.48,25,41648.85,14,13,4.52,grocery,0
1874.53,47,39564.32,13,12,4.35,utilities,0
9312.56,44,86769.9,13,22,1.45,electronics,0
5131.57,28,66902.13,17,16,1.66,grocery,0
18216.48,18,93146.0,26,4,107.1,travel,1
2290.53,42,47044.71,14,21,16.29,grocery,0
1791.56,36,35599.89,11,11,5.1,utilities,0
4836.09,28,49728.39,21,14,25.18,electronics,0
11577.94,34,84036.84,14,14,16.97,electronics,1
2822.86,27,126065.51,10,13,17.7,entertainment,0
19054.72,24,29290.77,29,6,103.8,grocery,1
3409.24,56,98907.47,17,8,7.75,entertainment,0
2325.1,30,38438.48,18,16,5.21,grocery,0
2301.29,22,46697.45,10,21,0.43,entertainment,0
2418.98,33,106076.91,14,20,15.26,grocery,0
11643.19,54,48565.76,14,7,5.86,grocery,0
5591.15,51,109980.04,18,14,17.05,entertainment,0
9278.85,33,151309.59,14,17,18.11,utilities,0
22424.45,30,14032.66,14,8,7.93,grocery,0
20349.03,27,83055.1,27,1,88.63,electronics,1
8124.29,22,64376.85,35,5,78.64,travel,1
2171.56,34,23843.42,12,13,4.7,entertainment,0
2850.23,31,42431.05,20,13,0.3,utilities,0
17648.24,27,25197.05,14,14,5.92,entertainment,0
7946.44,20,63416.95,29,9,138.47,electronics,1
3223.31,33,85939.96,14,10,3.17,utilities,0
5764.13,19,51920.76,13,15,7.83,grocery,0
2994.81,23,83860.57,14,14,11.29,entertainment,0
6094.63,24,48468.23,9,20,29.93,travel,0
2887.03,33,68272.4,13,13,1.46,electronics,0
8294.96,38,78439.87,18,19,16.26,electronics,0
2193.5,31,55304.89,14,9,29.15,entertainment,0
5304.38,26,143606.6,18,14,3.23,grocery,0
3616.78,48,82763.41,20,10,2.48,utilities,0
1713.74,20,60642.89,8,18,20.67,entertainment,0
1731.57,27,319221.78,16,7,26.09,entertainment,0
5401.31,27,90965.86,20,6,21.31,grocery,1
4662.89,24,20916.64,11,10,6.58,electronics,0
7341.17,33,93330.96,20,13,9.23,utilities,0
11192.46,20,60548.23,13,12,17.81,electronics,0
4445.7,32,42316.92,13,11,3.02,travel,0
8882.03,25,147190.58,14,18,19.21,utilities,0
3110.19,35,84491.37,14,10,18.01,entertainment,0
9958.69,55,58654.73,15,12,27.37,entertainment,0
3186.17,34,48281.21,12,10,9.99,grocery,0
5166.82,27,22954.41,14,12,8.89,utilities,0
35640.02,27,55326.39,12,14,11.7,utilities,0
2789.09,30,39552.6,10,20,0.0,utilities,0
3407.43,35,66954.41,13,10,18.33,electronics,0
6864.19,48,40067.35,12,12,13.81,travel,0
7944.92,43,48396.93,14,13,7.17,grocery,0
8217.21,23,94520.78,18,17,34.83,electronics,0
9344.62,21,69218.75,31,11,3.74,travel,0
1382.63,29,69265.96,12,14,9.38,grocery,0
1774.81,46,175448.66,11,16,1.95,electronics,0
3551.44,33,87335.01,21,16,22.63,utilities,0
1701.22,34,44779.34,15,17,7.44,grocery,0
2492.86,30,93651.73,11,17,5.84,grocery,0
7888.99,22,120086.27,10,16,1.69,electronics,0
2745.86,34,84965.73,14,15,7.93,electronics,0
19633.64,49,283909.73,11,18,19.47,travel,0
1682.36,40,82727.84,14,13,3.01,electronics,0
3021.22,31,40163.13,21,11,1.7,electronics,0
4144.38,44,68331.68,13,13,3.92,entertainment,0
2658.83,18,36702.59,14,14,20.29,electronics,0
9046.81,28,128599.49,10,11,23.57,travel,0
1093.68,33,61459.65,14,14,3.32,grocery,0
2907.29,29,28298.39,12,13,5.39,utilities,0
3446.96,38,109359.27,11,12,7.0,entertainment,0
2612.81,28,34178.01,14,15,0.8,electronics,0
2342.82,29,44816.9,18,14,10.79,electronics,0
8004.91,19,130238.28,13,13,26.87,entertainment,0
20162.26,31,47912.68,23,18,17.46,travel,1
11762.64,29,97478.42,14,14,5.94,grocery,0
13995.15,19,35386.69,15,13,9.85,entertainment,0
19078.52,28,36870.21,29,3,4.87,electronics,1
3726.1,31,62969.81,14,13,0.4,grocery,0
5302.02,21,53033.39,28,15,9.07,travel,0
6742.05,39,75948.01,14,18,1.92,entertainment,0
2735.77,31,49555.83,22,10,16.23,grocery,0
8572.93,38,96217.46,15,21,14.31,grocery,0
11560.36,32,45269.63,17,8,25.25,electronics,0
2829.84,31,51016.93,12,10,2.95,grocery,0
948.24,38,228906.85,18,15,11.39,grocery,0
897.08,18,17159.65,13,11,2.87,travel,0
3390.01,33,337327.48,13,10,21.19,electronics,0
9414.85,25,158388.71,9,18,17.25,grocery,0
2348.42,21,62568.69,16,15,24.0,utilities,0
7168.03,26,71422.9,35,1,53.18,electronics,1
7354.04,18,62827.29,27,1,74.99,electronics,1
9390.96,18,34127.36,11,11,33.43,travel,0
3144.37,29,101837.98,18,11,7.28,electronics,0
19195.36,43,210786.19,12,15,7.99,entertainment,0
4904.71,26,113848.37,12,16,4.06,utilities,0
3123.07,36,77519.57,13,12,6.3,electronics,0
6132.83,37,72230.16,14,12,3.21,utilities,0
4509.01,25,65021.63,15,11,4.12,utilities,0
2695.05,28,42480.77,15,14,12.12,utilities,0
15496.12,34,52768.19,12,18,30.62,entertainment,0
3556.53,27,90423.19,12,9,18.33,electronics,0
1212.84,18,47903.31,14,13,4.76,entertainment,0
14365.27,21,49929.23,14,13,8.34,utilities,0
4665.85,25,42475.29,11,11,0.61,utilities,0
4778.79,31,64409.77,11,18,12.2,travel,0
3108.16,31,67482.47,14,13,13.09,entertainment,0
2183.63,20,114100.78,22,17,7.23,utilities,0
4168.08,41,93647.06,16,14,8.57,utilities,0
5173.32,24,124237.93,21,19,7.18,travel,0
1716.87,24,32849.68,14,14,9.93,utilities,0
12238.44,22,55520.77,28,0,10.12,electronics,1
4275.88,38,34597.53,13,16,23.53,electronics,0
5193.63,40,65612.62,13,10,4.16,travel,0
1996.53,29,90851.77,17,22,6.72,travel,0
3259.99,23,64863.87,14,11,21.67,entertainment,0
2894.45,47,133039.57,13,15,1.7,utilities,0
2294.02,34,75719.95,14,6,16.27,entertainment,0
6716.89,32,64768.58,8,12,13.2,travel,0
3002.94,33,78078.58,16,16,15.19,grocery,0
5478.07,29,177184.07,13,14,6.44,entertainment,0
3010.98,37,46940.03,21,13,18.86,travel,0
8836.9,50,210819.1,12,11,25.83,entertainment,0
8923.36,46,63106.71,21,14,15.75,grocery,0
6942.0,25,52805.59,9,11,2.62,grocery,0
3368.05,41,70775.27,21,12,5.81,grocery,0
6284.95,34,75952.73,22,8,0.95,utilities,0
2859.89,44,97557.63,16,13,0.58,entertainment,0
6427.14,26,120750.92,25,9,11.85,electronics,1
9209.48,39,58084.83,24,15,34.65,electronics,0
16792.27,18,70166.77,29,1,110.12,travel,1
2014.02,18,32012.67,19,13,2.81,travel,0
4028.86,28,60947.25,15,9,11.56,travel,0
4554.11,33,61064.52,14,15,9.71,electronics,0
1934.98,26,95797.61,15,17,2.95,grocery,0
2086.38,27,73220.33,17,12,20.18,grocery,0
1616.66,24,114632.07,18,13,1.58,utilities,0
7944.8,33,94504.19,12,12,12.89,travel,0
5572.29,44,39297.22,12,16,14.64,utilities,0
4315.63,32,77286.65,21,13,9.15,entertainment,0
4608.54,38,43753.92,30,9,3.11,travel,0
2925.32,23,21254.17,14,14,14.61,electronics,0
6090.01,59,34402.46,13,16,20.79,utilities,0
15322.59,32,27534.35,13,13,2.22,utilities,0
6513.16,21,55391.79,11,13,3.82,entertainment,0
1013.05,40,70261.64,12,19,6.73,grocery,0
4039.94,44,71086.87,13,16,8.41,electronics,0
2536.37,42,73078.09,15,15,27.64,utilities,0
5073.62,18,37689.28,14,16,10.45,grocery,0
1277.17,32,58349.98,21,16,20.82,grocery,0
10963.36,20,44687.03,20,15,18.35,utilities,0
12008.67,18,33472.48,14,12,2.51,entertainment,0
4472.14,24,58272.0,19,8,24.9,electronics,0
1757.18,30,65165.52,18,14,32.38,electronics,0
2406.66,49,31329.14,18,16,3.87,entertainment,0
3866.74,48,28996.71,18,12,8.42,travel,0
4316.87,18,176466.49,13,11,2.48,travel,0
3373.73,28,151428.09,14,11,1.44,electronics,0
