transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
3262.66,26,48550.0,11,11,11.31,entertainment,0
5612.17,31,130926.57,19,12,10.22,grocery,0
3061.15,23,79695.12,10,9,15.22,travel,0
5837.45,47,134842.97,12,12,14.03,electronics,0
7740.03,34,71671.45,14,12,0.91,grocery,0
9246.88,47,82232.78,10,9,16.52,grocery,0
12736.24,24,205876.22,14,17,11.48,entertainment,0
4165.13,41,220814.43,17,14,4.18,electronics,0
4906.84,37,132267.32,17,13,7.77,grocery,0
10448.27,40,55231.42,9,17,23.01,grocery,0
8112.04,20,140573.91,20,16,6.26,entertainment,0
18600.97,59,103865.79,16,9,3.04,travel,0
3062.55,35,199894.3,14,13,5.3,utilities,0
1291.15,54,22100.74,12,14,1.55,electronics,0
5023.88,35,47721.01,19,12,20.17,grocery,0
2149.5,41,29950.27,20,10,12.03,electronics,0
4854.87,44,29714.81,18,9,30.24,electronics,0
4269.38,43,86207.72,16,9,16.79,electronics,0
2170.74,45,154054.56,20,16,10.35,grocery,0
4306.95,18,18466.96,12,23,2.91,utilities,0
10880.33,27,110192.7,21,0,48.84,grocery,1
4464.43,18,70005.35,17,10,4.57,entertainment,0
9460.17,35,209428.94,10,16,2.57,utilities,0
5968.41,26,134670.94,11,19,7.53,grocery,0
23381.68,53,52816.7,20,15,2.66,entertainment,0
3239.59,18,36772.54,17,18,3.02,grocery,0
6583.83,48,53841.15,15,16,2.26,entertainment,0
13515.85,48,23344.9,21,12,12.58,entertainment,1
3335.79,20,29248.29,22,11,20.77,entertainment,0
6350.18,40,185865.64,15,11,6.66,grocery,0
5000.3,25,75158.52,18,9,1.66,grocery,0
14273.76,20,63503.37,16,2,161.72,entertainment,1
3895.1,29,48865.45,10,14,0.93,grocery,0
3187.39,19,66600.73,18,23,15.99,entertainment,0
9771.99,18,110479.6,8,14,3.66,utilities,0
4017.35,18,101550.57,13,9,0.2,grocery,0
1193.45,35,70095.41,14,13,22.85,electronics,0
3552.27,22,59232.14,12,13,0.73,grocery,0
3767.16,60,56024.39,21,9,2.5,utilities,0
13426.34,30,133177.8,16,7,2.92,electronics,0
8460.62,48,200700.11,12,14,3.36,grocery,0
6785.56,26,117660.57,9,8,31.41,grocery,0
6756.57,38,155713.87,12,12,1.63,entertainment,0
2663.39,18,90498.39,16,18,16.52,entertainment,0
1498.89,29,126909.29,17,4,0.6,grocery,0
7026.72,45,41269.57,15,15,3.14,entertainment,0
4798.6,33,56511.82,11,20,2.15,entertainment,0
13447.22,33,78968.86,14,16,12.24,electronics,0
8189.1,41,80712.79,22,15,5.65,electronics,0
9471.64,40,108370.1,13,13,7.25,utilities,0
4555.84,18,40121.77,12,13,6.63,electronics,0
21712.81,30,30633.46,37,4,16.54,electronics,1
5149.78,55,161965.61,11,12,3.5,grocery,0
3862.49,48,140700.61,14,14,3.25,electronics,0
1026.95,18,73697.85,13,9,3.65,electronics,0
6796.73,18,113556.55,16,8,26.89,grocery,0
5804.25,53,34715.48,21,22,0.84,electronics,0
5124.35,32,91709.5,14,14,7.79,electronics,0
4643.89,28,94930.49,15,13,0.39,entertainment,0
2874.82,27,30425.84,13,20,11.58,travel,0
5840.59,35,114717.38,16,21,9.09,entertainment,0
3172.85,35,71954.54,10,13,2.71,electronics,0
5485.85,18,61408.89,23,13,9.67,electronics,0
5681.58,18,129882.43,14,14,6.43,utilities,0
6405.09,18,64129.81,19,19,0.27,utilities,0
2826.43,26,62776.64,21,19,18.42,utilities,0
4485.97,31,45095.13,21,14,7.12,entertainment,0
10117.19,35,45807.89,13,18,9.75,electronics,0
2907.81,60,106040.29,15,16,12.01,electronics,0
3925.28,18,152394.23,15,16,4.42,utilities,0
24731.9,37,59318.22,23,19,16.92,entertainment,1
4966.01,26,47280.41,18,17,5.61,utilities,0
6007.74,53,106200.9,20,15,10.23,utilities,0
2771.19,31,87630.19,12,13,13.09,grocery,0
4232.12,52,61104.15,14,13,0.66,travel,0
13197.38,56,31721.27,11,16,5.33,entertainment,0
5724.84,25,129246.87,16,10,9.3,grocery,0
5019.89,38,124699.99,12,15,3.95,utilities,0
5843.6,61,51940.76,12,14,0.98,grocery,0
5813.03,40,92806.87,17,11,15.44,electronics,0
4193.4,31,46741.74,21,10,34.06,grocery,0
18450.92,18,105329.82,12,13,1.24,grocery,0
9004.92,32,68562.78,25,0,30.29,electronics,1
6661.26,18,69870.59,17,8,14.44,electronics,0
6090.71,38,80680.4,14,15,0.64,travel,0
31083.08,38,117806.84,22,5,49.82,travel,1
4175.26,21,59598.42,17,13,15.11,travel,0
8831.2,20,144372.27,11,13,10.24,entertainment,0
13924.18,37,129968.47,18,15,11.55,electronics,0
30064.19,44,189916.42,15,10,10.69,grocery,0
20807.7,39,106986.47,31,4,6.2,travel,1
7372.48,35,19897.68,24,6,5.8,electronics,0
19755.37,32,98771.59,16,8,5.09,utilities,0
4329.57,36,91147.73,14,19,11.91,utilities,0
12472.93,53,53328.48,11,16,3.54,entertainment,0
3581.89,34,65943.07,17,14,5.68,electronics,0
27526.39,29,112782.82,28,19,3.53,travel,1
9889.25,32,31331.93,10,17,13.81,entertainment,0
18808.83,26,73946.19,16,12,6.04,grocery,0
12934.69,36,135774.52,11,16,5.41,entertainment,0
3540.65,39,64689.98,9,18,7.95,grocery,0
13745.26,42,47354.1,14,13,4.5,entertainment,0
34131.16,50,256593.28,23,2,91.95,grocery,1
2714.47,33,100811.85,18,11,7.62,entertainment,0
16047.64,22,94871.8,16,12,11.2,grocery,0
2607.15,38,167697.48,21,13,0.0,electronics,0
6005.7,33,95289.61,11,13,2.94,grocery,0
953.77,20,40863.16,15,13,3.72,grocery,0
5878.1,27,78063.69,10,12,3.66,utilities,0
6023.76,33,327685.59,12,13,1.39,entertainment,0
15845.73,52,30467.92,30,2,3.69,utilities,1
8642.22,25,83582.75,21,12,36.72,electronics,1
13667.43,40,28644.95,22,3,5.24,electronics,1
4050.95,28,86399.23,17,14,3.61,utilities,0
6685.24,54,190557.98,17,11,7.85,grocery,0
14357.23,30,44177.79,36,20,30.82,travel,1
1966.19,28,105959.11,17,23,16.81,grocery,0
3474.35,51,221844.74,21,17,15.38,utilities,0
10664.09,23,63421.51,12,18,0.57,grocery,0
3836.85,31,107271.9,11,15,5.57,electronics,0
3134.51,30,174089.4,9,13,1.59,grocery,0
1355.61,36,286704.0,10,10,4.85,grocery,0
13593.92,28,205728.37,13,16,0.05,grocery,0
9584.62,43,61749.54,15,12,5.8,grocery,0
1522.03,51,86423.64,18,14,5.2,utilities,0
1843.89,32,83024.74,9,14,12.35,grocery,0
3979.62,24,155898.5,7,18,2.74,entertainment,0
20797.3,18,146714.55,21,16,3.51,utilities,0
4312.92,36,47358.47,18,17,6.07,entertainment,0
1415.75,36,76453.68,16,21,13.19,electronics,0
16822.61,18,49899.48,11,23,9.89,grocery,0
4066.85,18,65723.98,16,15,0.41,entertainment,0
3640.78,57,42940.61,30,5,7.84,travel,1
4276.54,51,63992.96,27,14,69.48,electronics,1
1999.27,32,26241.06,18,22,11.04,electronics,0
4124.56,53,73366.94,9,7,10.93,grocery,0
6583.86,40,237956.46,17,10,3.11,grocery,0
2332.87,25,94552.56,16,15,1.68,utilities,0
5926.41,29,141923.98,8,16,8.61,electronics,0
5733.47,32,118100.47,17,17,17.76,grocery,0
1367.81,30,54979.94,22,19,18.32,grocery,0
10545.33,21,40065.41,31,6,19.44,travel,1
11299.33,25,134009.29,12,7,7.55,grocery,0
1924.67,30,140625.05,11,19,5.02,electronics,0
1966.96,39,37572.55,12,9,5.9,grocery,0
12893.98,53,63531.82,8,14,18.27,electronics,0
4592.94,44,149482.09,10,12,0.02,entertainment,0
3063.99,41,57991.71,14,15,8.48,grocery,0
6916.8,18,48580.63,22,12,24.09,utilities,0
8119.46,29,56853.27,13,13,11.57,utilities,0
10229.43,39,57351.74,13,15,5.23,grocery,0
3289.11,21,75006.2,11,11,12.31,grocery,0
2394.38,33,127027.73,22,18,23.46,utilities,0
2140.54,25,117444.0,18,14,5.39,utilities,0
1244.67,30,63598.5,17,11,4.11,travel,0
6071.44,45,48056.44,20,15,0.77,utilities,0
8545.64,43,28873.34,24,5,183.48,travel,1
1593.6,56,70818.41,14,14,6.51,utilities,0
3156.72,46,97266.04,15,16,34.55,entertainment,0
14057.25,50,164005.41,11,17,8.47,grocery,0
2020.79,18,88254.46,10,12,1.61,utilities,0
2016.07,18,126001.24,19,17,8.06,utilities,0
5453.28,18,160923.07,12,14,11.56,entertainment,0
11585.24,40,120887.5,17,16,9.51,grocery,0
8084.73,43,82969.32,19,14,11.08,grocery,0
2772.06,43,78613.82,11,11,2.44,travel,0
7716.94,52,62783.02,12,11,4.09,grocery,0
5382.69,37,70618.53,18,16,0.81,entertainment,0
7325.94,35,183979.14,15,20,5.9,entertainment,0
6882.71,32,84100.25,19,12,5.2,grocery,0
12446.86,44,28408.05,38,1,43.52,entertainment,1
8099.0,29,36764.79,23,10,7.95,utilities,0
7539.44,45,77638.96,8,20,9.76,travel,0
3425.68,28,92867.09,13,19,1.44,grocery,0
3527.01,61,79539.16,22,2,82.37,electronics,1
6811.89,35,199928.36,18,8,0.49,grocery,0
14370.73,41,22597.26,15,8,36.71,entertainment,0
22667.77,26,46209.9,26,2,12.52,travel,1
1710.17,22,40230.22,17,16,0.3,electronics,0
11416.0,18,266553.64,12,17,18.68,entertainment,0
36058.82,26,174634.09,15,22,45.15,travel,0
7778.69,46,224856.44,12,12,1.68,grocery,0
23883.01,23,156207.65,15,15,1.32,electronics,0
13818.0,42,113865.12,13,11,9.06,travel,0
2533.54,48,53412.34,15,7,8.73,grocery,0
26708.1,18,32061.04,25,23,21.64,entertainment,1
2421.89,36,91951.74,17,15,7.18,grocery,0
8750.45,49,54888.68,16,12,2.02,grocery,0
3932.84,70,34801.3,15,15,24.68,grocery,0
2844.24,42,26176.35,16,23,5.8,entertainment,0
10719.91,43,76376.96,21,13,7.51,grocery,0
4704.34,44,76966.57,10,9,20.77,grocery,0
3151.58,25,28497.96,29,5,4.05,travel,1
2134.2,32,72755.08,13,16,9.92,grocery,0
7154.82,23,67206.38,9,20,5.17,electronics,0
7052.48,45,85942.12,15,14,1.52,utilities,0
6421.1,50,50112.84,13,19,12.3,grocery,0
2961.92,42,38176.85,8,8,20.74,electronics,0
35433.05,32,43227.97,12,20,2.0,grocery,0
7632.05,35,73461.03,9,11,13.31,entertainment,0
3900.59,22,205789.19,13,12,2.61,travel,0
4035.74,33,74884.51,12,15,15.66,electronics,0
3013.31,31,119736.26,16,12,17.36,grocery,0
4932.75,23,74592.59,29,22,49.69,electronics,1
6449.72,38,58348.38,15,15,5.25,electronics,0
3921.28,38,79127.04,22,16,12.22,grocery,0
7612.78,45,83893.85,9,9,13.33,grocery,0
2183.1,42,339696.34,11,12,21.05,grocery,0
8414.25,33,48372.34,16,12,13.1,entertainment,0
3484.72,68,34308.89,13,15,1.74,grocery,0
5853.5,33,124678.97,14,15,1.2,grocery,0
2179.95,39,122781.1,9,18,0.23,travel,0
1833.0,37,65640.62,14,9,4.01,grocery,0
3773.19,22,140296.27,10,7,3.87,utilities,0
3661.95,18,39846.32,19,11,15.67,grocery,0
6725.55,28,255651.07,12,16,8.18,grocery,0
6737.33,40,73065.84,12,12,13.96,grocery,0
19687.89,18,259406.2,17,4,4.14,utilities,0
3415.37,23,105287.93,21,14,7.71,utilities,0
12036.87,66,41035.77,10,15,9.87,entertainment,0
4249.95,18,19066.09,22,0,47.22,travel,1
10852.76,23,91021.15,12,15,4.42,entertainment,0
5240.66,34,64212.25,21,13,13.75,grocery,0
7450.73,37,33912.75,28,0,270.09,electronics,1
8594.75,32,75641.42,15,14,0.26,grocery,0
5149.57,31,51526.15,20,14,0.29,travel,0
9885.39,41,41170.61,8,14,8.2,utilities,0
4937.35,23,146548.57,15,10,13.39,electronics,0
1555.75,38,61147.62,14,19,2.92,grocery,0
1395.97,37,241223.22,11,15,10.78,entertainment,0
2957.71,36,57408.91,15,9,4.49,electronics,0
2726.25,24,35844.61,13,18,9.49,grocery,0
2074.1,35,30876.86,15,19,5.37,electronics,0
6059.83,28,632443.58,16,12,2.39,grocery,0
2397.47,41,204257.32,15,13,22.99,entertainment,0
3392.35,35,47444.66,14,19,7.92,electronics,0
2882.83,18,64103.72,13,19,1.24,utilities,0
3975.36,34,142618.83,20,12,6.11,grocery,0
11225.5,37,39909.49,26,3,19.51,entertainment,1
9142.92,38,72134.49,21,2,3.6,electronics,1
6433.83,26,42146.84,10,12,11.73,entertainment,0
5375.42,27,140087.69,23,10,10.18,grocery,0
4567.62,18,56917.27,20,10,24.57,utilities,0
2595.78,31,56229.39,13,16,1.7,utilities,0
2609.52,19,113817.41,17,19,12.21,grocery,0
5078.16,43,147564.34,10,14,2.44,electronics,0
7661.61,36,88095.66,18,18,6.6,entertainment,0
2953.58,33,152429.33,15,16,3.2,grocery,0
2539.12,28,129520.66,15,14,9.54,travel,0
5552.58,58,73754.71,15,7,5.82,grocery,0
7590.2,33,107188.35,10,20,2.57,grocery,0
5431.45,38,43862.94,38,18,63.27,travel,1
2157.69,32,104538.5,23,5,70.5,electronics,1
13340.71,26,198161.69,18,15,18.61,utilities,0
1711.69,44,115566.94,8,16,1.82,utilities,0
14165.5,35,60470.63,16,20,5.0,grocery,0
12866.19,29,110131.65,18,7,9.89,travel,0
7429.96,28,84653.64,31,1,7.67,travel,1
2393.12,18,104032.64,14,3,1.13,utilities,0
5297.71,49,115259.64,16,19,5.72,grocery,0
3642.02,18,56234.83,11,10,6.28,entertainment,0
3012.35,24,70078.13,21,8,0.78,grocery,0
7496.84,44,160172.71,13,22,10.51,utilities,0
3571.61,38,176271.16,18,15,12.99,electronics,0
6976.02,44,169290.3,22,16,12.34,travel,0
3513.54,35,137849.0,11,8,0.32,electronics,0
3248.17,38,90118.13,11,15,10.61,electronics,0
16913.93,46,81963.65,14,5,46.85,travel,0
5669.18,27,156793.77,9,14,4.12,grocery,0
12151.45,40,87098.77,17,14,2.49,travel,0
5942.54,50,79351.62,10,17,0.12,electronics,0
12139.54,53,68138.24,16,11,24.72,entertainment,0
4205.86,67,35304.51,15,5,1.35,utilities,0
7237.71,30,196439.51,21,8,2.55,grocery,0
1971.69,43,70573.58,14,12,9.21,electronics,0
2248.37,43,83782.36,13,12,13.79,entertainment,0
2259.17,37,150846.2,20,16,7.25,electronics,0
12697.43,55,54161.11,24,15,9.09,grocery,1
3748.15,18,34905.31,12,6,10.34,travel,0
10761.13,53,83553.14,15,18,6.91,grocery,0
4698.06,46,94016.01,13,9,6.77,grocery,0
10765.38,26,95660.15,14,15,1.78,grocery,0
8624.15,46,83262.63,15,9,3.44,entertainment,0
6919.86,18,40768.01,19,22,17.95,utilities,0
14154.65,34,154771.46,15,14,0.53,utilities,0
12260.07,21,147154.15,14,6,12.41,utilities,0
7087.03,44,284492.54,29,0,17.41,electronics,1
1346.7,60,10664.25,14,12,2.87,grocery,0
7757.02,49,54344.97,12,14,4.65,utilities,0
5473.29,44,177154.68,20,20,6.35,electronics,0
7292.08,33,53013.42,13,12,1.1,grocery,0
6313.83,29,111934.01,15,10,2.32,grocery,0
4650.15,48,56791.1,15,11,24.43,utilities,0
3230.87,31,65460.29,14,17,1.69,grocery,0
3109.05,40,59983.34,20,17,20.86,grocery,0
3820.04,25,49081.0,20,10,28.52,grocery,0
25135.6,31,82850.75,14,12,22.21,grocery,0
12600.25,23,73870.82,17,15,8.4,entertainment,0
2002.62,24,88679.95,23,23,2.16,travel,0
5461.5,45,66777.03,14,16,7.44,grocery,0
4417.01,24,119521.09,15,17,10.86,grocery,0
12581.17,35,211972.41,19,14,1.24,entertainment,0
4768.34,18,36832.79,27,23,24.02,entertainment,1
5046.0,56,124927.98,15,10,3.34,electronics,0
5778.99,34,122651.17,24,8,11.16,utilities,0
5457.31,22,54769.41,13,17,0.57,grocery,0
5385.04,51,62223.35,13,19,0.27,grocery,0
3948.94,30,84000.41,16,19,3.09,grocery,0
4917.6,18,48372.19,14,14,12.33,entertainment,0
8315.65,30,129921.28,20,16,2.55,grocery,0
6412.81,19,157270.89,23,3,38.56,grocery,1
12319.11,48,109460.97,15,6,0.21,grocery,0
5583.07,20,104789.65,12,13,20.45,grocery,0
6040.23,41,83517.96,14,16,4.03,electronics,0
6321.2,42,110756.21,23,15,8.66,grocery,0
10841.27,31,103491.28,22,12,28.19,electronics,0
14427.29,18,193977.33,18,10,6.85,entertainment,0
3348.0,27,168289.55,15,10,3.57,entertainment,0
4823.09,33,55586.51,15,8,1.03,entertainment,0
3587.08,45,197033.68,7,16,12.04,grocery,0
3609.35,47,49795.04,16,19,4.01,entertainment,0
4763.41,25,171321.2,10,16,2.8,utilities,0
11473.15,25,39670.5,22,8,147.1,electronics,1
4972.59,26,202422.3,11,14,30.01,grocery,0
8233.93,50,36258.75,27,5,43.46,entertainment,1
5759.81,28,163690.94,14,22,27.16,electronics,0
4390.55,31,76603.53,17,18,6.42,grocery,0
4200.59,50,22842.91,17,21,3.31,grocery,0
2943.43,46,92212.86,14,14,2.05,grocery,0
18525.48,23,154629.96,23,18,2.8,grocery,0
1395.56,18,31221.19,11,8,1.1,grocery,0
9274.87,22,41395.37,21,13,10.45,travel,0
3424.66,41,81213.77,12,18,3.05,grocery,0
11715.59,32,112665.27,13,16,2.14,utilities,0
2752.48,32,76958.33,15,11,29.81,utilities,0
3652.42,36,80815.25,18,11,8.14,electronics,0
14106.73,57,75287.92,13,12,2.19,grocery,0
4163.98,29,54546.21,21,9,2.63,grocery,0
2603.57,19,82689.73,10,20,9.1,grocery,0
4672.99,38,51973.43,13,18,20.78,utilities,0
603.84,48,64055.6,12,10,21.26,utilities,0
2250.6,35,111939.99,14,7,1.38,electronics,0
3071.57,54,117130.54,19,8,2.83,utilities,0
3877.24,18,50379.77,22,19,4.76,entertainment,0
5220.94,31,146773.55,19,11,11.6,entertainment,0
4544.43,25,110809.36,21,12,4.95,grocery,0
8782.71,46,88066.81,11,17,7.22,grocery,0
8343.86,49,106268.27,18,16,4.63,utilities,0
5349.22,33,87208.96,20,12,16.01,entertainment,0
7906.45,36,100232.21,16,5,4.13,entertainment,0
3403.53,40,51435.64,15,18,8.53,electronics,0
11540.31,31,56631.49,10,20,1.6,electronics,0
4433.02,40,208539.59,22,18,0.91,travel,0
4763.7,37,228109.38,14,16,15.62,entertainment,0
7429.79,21,107366.34,16,14,12.56,utilities,0
5507.38,44,70618.56,14,14,10.49,grocery,0
13390.79,27,90297.15,11,21,1.1,entertainment,0
2550.56,50,84511.59,12,14,1.3,utilities,0
1240.21,49,136925.59,7,8,23.18,utilities,0
4142.82,23,43950.73,8,16,23.84,electronics,0
2386.54,37,96356.03,11,11,12.35,grocery,0
6031.43,32,41086.93,10,12,1.67,grocery,0
1669.22,32,17568.75,22,1,5.82,electronics,1
5135.12,33,140398.16,14,16,13.0,utilities,0
2897.13,22,26377.13,20,13,13.35,entertainment,0
6782.95,18,65093.33,15,11,8.6,grocery,0
10715.7,49,65574.57,10,22,3.98,electronics,0
6344.21,23,53422.78,22,13,13.37,travel,0
972.71,18,22154.1,22,12,4.13,electronics,0
4763.34,44,127148.5,14,7,0.08,entertainment,0
8594.89,57,119342.02,10,10,5.25,grocery,0
4681.5,21,157361.33,16,13,18.59,grocery,0
5597.72,29,219509.62,15,15,4.99,electronics,0
11932.58,35,50828.67,10,15,5.92,grocery,0
14344.48,20,72240.45,12,12,8.67,electronics,0
13001.8,49,82955.04,17,8,4.79,entertainment,0
3225.5,39,48794.41,11,14,2.31,grocery,0
40056.2,31,60130.29,12,15,7.25,entertainment,0
2807.6,54,122156.94,8,12,22.69,entertainment,0
15143.58,18,115587.13,12,15,2.75,grocery,0
7658.73,31,128545.72,17,18,6.34,travel,0
22407.23,24,62400.26,33,3,58.49,travel,1
22012.99,31,37351.12,20,18,6.58,grocery,0
2781.23,46,84093.51,15,17,1.33,utilities,0
8925.87,26,71637.7,14,12,0.82,grocery,0
8982.13,42,135490.77,18,12,4.09,electronics,0
12905.1,43,57926.19,15,13,0.33,grocery,0
16922.0,43,193945.26,14,21,9.58,grocery,0
9763.38,31,77273.7,17,10,1.71,utilities,0
1406.85,30,63802.38,11,9,22.77,grocery,0
4798.32,26,108861.2,18,11,16.79,electronics,0
5401.52,33,33835.59,10,16,3.21,travel,0
2046.6,38,138756.34,8,11,10.94,grocery,0
1480.86,64,51593.21,17,15,10.34,grocery,0
6521.34,45,63944.02,18,16,0.32,utilities,0
17380.68,46,74569.09,12,15,17.15,entertainment,0
1203.74,21,31439.57,17,6,0.2,utilities,0
17376.66,42,43857.21,12,19,11.05,electronics,0
6873.19,33,71230.69,21,10,4.01,grocery,0
8581.96,41,134991.46,16,13,3.59,electronics,0
15063.4,36,60059.19,21,1,45.08,travel,1
2044.48,25,84688.19,14,18,23.94,utilities,0
3036.3,22,238624.51,18,12,9.8,grocery,0
8282.87,26,56109.28,15,11,1.38,grocery,0
7275.66,28,51696.55,15,23,2.39,utilities,0
4508.01,29,52443.28,35,18,44.09,travel,1
5286.97,36,126020.52,13,9,3.06,grocery,0
18027.81,31,25459.46,11,20,2.17,electronics,0
12097.32,31,168095.21,16,12,3.29,entertainment,0
1798.72,49,74434.36,14,13,7.49,utilities,0
2051.64,53,25971.34,15,17,1.16,electronics,0
21612.77,40,110988.39,20,16,12.84,grocery,0
11336.18,26,51096.66,24,18,45.6,travel,1
4068.22,33,125408.39,16,16,26.0,grocery,0
5088.63,32,168663.81,15,12,3.2,grocery,0
835.47,18,117002.15,13,16,12.82,grocery,0
4403.43,18,156765.31,15,14,4.67,electronics,0
2344.64,20,54118.98,14,12,9.06,grocery,0
19876.76,31,154810.5,13,16,6.25,travel,0
4097.68,29,50076.48,16,22,13.23,grocery,0
5060.28,32,73421.85,14,9,5.94,travel,0
4429.16,23,43102.45,16,15,10.55,grocery,0
2381.86,45,180063.13,10,14,10.73,grocery,0
5365.65,21,99669.81,9,18,14.01,electronics,0
8004.27,38,245356.78,14,16,3.43,electronics,0
2283.61,40,52253.72,16,14,12.02,electronics,0
5353.28,29,52250.41,10,12,1.47,travel,0
4529.04,37,54153.05,14,13,3.34,grocery,0
4612.28,27,38615.65,9,15,7.69,utilities,0
6034.75,43,32498.42,13,14,6.59,entertainment,0
10099.23,32,69242.16,25,10,8.7,travel,0
7588.17,23,46629.32,35,3,1.11,electronics,1
4584.01,51,114787.19,12,10,8.24,entertainment,0
8511.52,48,172001.2,15,12,2.48,electronics,0
2586.23,18,47671.85,14,18,10.3,utilities,0
1321.23,44,158087.05,23,6,2.62,entertainment,0
14839.25,43,69876.88,16,10,0.1,grocery,0
4824.69,47,65127.08,15,10,32.1,electronics,0
7156.51,33,68788.6,14,15,1.29,entertainment,0
9390.04,35,98475.61,25,3,28.16,travel,1
11468.81,34,79011.71,32,4,46.59,electronics,1
7086.43,37,47908.38,14,11,7.43,travel,0
16102.9,38,56734.88,16,13,33.42,utilities,0
4286.79,31,76900.51,15,14,15.83,grocery,0
3738.63,30,99911.12,12,13,0.44,travel,0
4666.89,24,187913.95,13,21,0.64,utilities,0
11466.98,58,123361.42,16,9,11.94,grocery,0
10915.07,38,58074.71,19,21,3.21,utilities,0
1422.91,18,47695.4,12,16,0.87,utilities,0
3883.51,18,91924.21,7,22,6.79,grocery,0
4673.81,54,56830.31,11,10,1.93,entertainment,0
3995.21,30,93878.39,15,22,2.06,electronics,0
3592.23,34,81697.77,13,14,19.37,entertainment,0
2149.88,18,205872.02,13,10,6.39,travel,0
5994.36,40,68318.33,15,11,4.72,utilities,0
6878.53,32,127757.01,15,22,11.46,grocery,0
6838.76,18,120108.27,27,16,31.86,grocery,1
5083.39,41,35271.21,13,17,1.57,entertainment,0
6019.87,28,68237.79,10,11,5.53,grocery,0
2654.63,46,46630.81,14,19,0.25,utilities,0
6265.09,40,63309.49,11,10,1.14,grocery,0
3173.85,39,36350.07,13,14,37.07,electronics,0
3873.1,30,86895.57,22,10,13.76,utilities,0
2744.01,18,131820.25,21,19,15.24,grocery,0
5276.87,40,95503.94,9,17,6.04,electronics,0
11734.37,35,23876.9,17,3,2.29,electronics,1
8948.11,27,99083.41,8,16,3.19,travel,0
8286.6,47,58257.7,12,13,1.37,grocery,0
19407.01,33,69450.81,29,22,1.62,electronics,1
2972.81,31,41040.25,11,15,16.9,grocery,0
1930.0,47,102880.02,20,15,5.29,entertainment,0
14688.35,43,59811.03,15,14,3.67,entertainment,0
6019.97,45,219183.9,16,16,2.12,entertainment,0
2623.48,18,41229.23,13,13,2.92,electronics,0
15316.76,36,129641.21,16,13,0.73,electronics,0
7253.2,45,69573.32,14,16,1.38,grocery,0
12444.5,29,62310.98,14,14,28.12,grocery,0
3737.51,26,59769.71,16,13,5.28,grocery,0
3179.74,30,256102.94,14,10,8.68,travel,0
7262.05,30,71663.23,16,12,17.64,grocery,0
4468.16,39,90787.71,17,13,2.67,electronics,0
3779.3,50,82218.82,18,14,10.1,grocery,0
23792.08,30,60131.67,21,4,34.25,electronics,1
9558.34,54,99551.85,18,14,2.9,grocery,0
6258.46,41,76637.08,19,18,6.36,utilities,0
5786.61,37,25124.43,14,21,4.22,utilities,0
6622.43,32,52315.68,18,15,4.13,travel,0
9400.93,66,114027.41,14,15,16.23,entertainment,0
5067.84,18,65329.03,16,18,16.95,grocery,0
39572.83,20,53201.14,17,16,27.53,grocery,0
42189.88,32,107721.94,17,16,6.07,grocery,0
8757.93,22,35248.89,16,6,9.6,grocery,0
8999.44,28,22922.78,30,3,18.23,travel,1
26593.97,45,91717.13,27,4,9.4,utilities,1
4287.13,53,131076.8,8,19,3.0,travel,0
4919.43,28,34233.58,17,21,1.09,travel,0
4309.95,18,45489.8,16,15,5.06,travel,0
3045.49,31,100762.09,14,13,11.57,grocery,0
9915.02,33,102374.64,11,12,5.21,utilities,0
3921.1,35,45215.36,16,19,18.1,grocery,0
7463.32,28,76178.53,19,15,9.87,entertainment,0
20979.05,27,128676.1,26,13,10.77,electronics,0
1099.12,37,108738.21,11,12,14.66,utilities,0
17477.39,32,35511.59,26,16,7.91,utilities,1
6797.35,45,73403.73,13,11,4.28,electronics,0
2362.69,43,42955.44,21,18,22.39,entertainment,0
4091.13,25,34469.11,15,10,0.6,electronics,0
3350.61,34,30534.35,15,14,5.7,utilities,0
9026.84,51,91821.08,39,15,34.95,electronics,1
6467.8,42,118441.15,11,19,5.93,grocery,0
2326.62,47,73610.78,17,8,4.33,utilities,0
9815.0,35,65818.28,20,13,2.41,grocery,0
2220.57,18,46405.48,11,13,8.58,electronics,0
8169.37,52,28492.28,13,15,19.49,utilities,0
1634.47,26,166183.89,12,8,8.13,grocery,0
5351.52,23,39982.92,31,1,27.01,electronics,1
3795.99,44,53719.97,9,15,4.38,travel,0
4090.76,28,44415.57,7,22,38.48,electronics,0
9295.84,30,139601.08,16,20,5.82,travel,0
3354.68,62,132262.67,18,11,0.36,utilities,0
11997.98,29,110140.7,33,11,54.48,electronics,1
4641.9,22,401276.19,16,8,17.11,grocery,0
7756.52,29,61343.03,24,18,6.76,grocery,0
3667.97,37,181787.98,19,15,4.63,utilities,0
2663.17,23,83130.07,17,23,4.39,entertainment,0
2220.28,40,161854.52,15,16,9.13,electronics,0
4187.18,33,39767.4,14,17,8.74,utilities,0
6571.85,42,147693.95,27,18,5.44,grocery,0
18024.57,34,95292.69,13,15,1.85,entertainment,0
7093.75,23,312368.14,26,1,103.88,grocery,1
12428.11,44,65518.14,12,10,5.59,utilities,0
5797.06,45,142197.39,12,7,1.33,entertainment,0
11491.74,18,35708.8,34,15,2.18,entertainment,1
4171.14,49,91736.43,22,9,4.32,utilities,0
14734.89,40,97621.94,22,15,10.77,utilities,0
